_fivetran_id,customer_id,date,_fivetran_synced,account_descriptive_name,campaign_name,campaign_id,campaign_status,ad_group_id,ad_group_name,ad_group_status,clicks,criteria_id,external_customer_id,gcl_id
7b8b3909-de78-4f02-8f5e-ab7e89cabd65,35701-04-25,2020-01-04,2020-10-23 22:35:44,Groceries-R-Us,1002,organic,enabled,tomatoes,2488,paused,4,56784,12345678,1HDFMHHVrCv4RLQpfBwoHEVwS1hWLA11g3
c902e924-37f5-457e-83e1-7e667d279328,35701-04-25,2020-01-05,2020-10-17 11:07:02,Groceries-R-Us,1001,local,enabled,eggs,2478,enabled,175,56784,12345678,15sTiUWUH5CsMgzeEHsHWatbubsataLGGv
5b7c7cc0-b760-4d24-bcc5-2f12e18714de,35701-04-25,2020-01-05,2020-10-09 17:33:36,Groceries-R-Us,1002,organic,enabled,broccoli,2482,enabled,27,56786,12345678,1NVEo5YvC993q8zzFPQ1bpQDSB7RXCkBqg
a48b3440-d948-439d-ba6d-b905731acbd6,35701-04-25,2020-01-05,2020-10-07 23:18:44,Groceries-R-Us,1002,organic,enabled,broccoli,2482,paused,74,56784,12345678,16YYuSUa8d7KrnDG2fpBSLQQdeweQtzEiG
b31775ca-2a23-4279-a4de-fbacdf83a25c,35701-04-25,2020-01-05,2020-10-19 18:45:29,Groceries-R-Us,1002,organic,enabled,tomatoes,2488,enabled,134,56785,12345678,13D9Ae6ySmFE4Cw9CckFPCu2uXdDdnRXkC
8d7fe640-dc4d-4bdc-91b8-3ea1a98d4db2,35701-04-25,2020-01-05,2020-10-14 5:43:59,Groceries-R-Us,1001,local,enabled,sweet potatoes,2480,enabled,48,56786,12345678,1MzH6CH1ULSFsyEdbtkkbuqnx2wYfMP7Mv
4e87deb8-7c76-456b-ac86-f54c4b19100d,35701-04-25,2020-01-06,2020-10-11 19:36:03,Groceries-R-Us,1001,local,enabled,tomatoes,2488,enabled,92,56784,12345678,1KzMqJARQLJgNBHE6Ewygvq5PVGVXH1Dp6
f3a6df46-fe34-4b51-b4f2-f2bc4d408913,35701-04-25,2020-01-06,2020-10-22 5:53:15,Groceries-R-Us,1002,organic,enabled,tomatoes,2488,enabled,30,56786,12345678,1GFEqUVtkADWLWJAiBBN81EdSzQDTZUjaD
e5d55449-ad0a-4c48-a1b0-97866026a0a9,35701-04-25,2020-01-06,2020-10-14 7:47:44,Groceries-R-Us,1001,local,enabled,sweet potatoes,2480,enabled,15,56784,12345678,1K2UoJRk8zcqmCzw1LTfWkk6u7oqBPj4XH
d2f4fbd3-a623-487f-934d-61028eb866dc,35701-04-25,2020-01-06,2020-10-10 14:22:16,Groceries-R-Us,1004,holiday promotion,enabled,turkey,2485,enabled,54,56785,12345678,16DJqibXVxw5WfwbMPBWj7TeHeZvhEw913
fb18eca7-a0f8-418b-bc68-3a88142e880a,35701-04-25,2020-01-07,2020-10-12 3:17:26,Groceries-R-Us,1002,organic,enabled,brussels sprouts,2481,paused,29,56784,12345678,1Gvs3vbmAzd9YpsuFsCKcxnUS2yrbvVxMQ
b7789d9a-6b79-4cfb-a5ff-58e891ce44ea,35701-04-25,2020-01-08,2020-10-09 10:55:51,Groceries-R-Us,1002,organic,enabled,tomatoes,2488,enabled,16,56782,12345678,14rszS1aQogtonaULhLnDrypQ27QhCGqp1
cbbd915e-4871-41d2-b180-7f9e62d9533a,35701-04-25,2020-01-08,2020-10-14 13:42:23,Groceries-R-Us,1004,holiday promotion,enabled,turkey,2485,enabled,61,56784,12345678,18W8mJksVpoJjXotX6PcFMx1u5Cjp2xPEJ
d9186030-d8e4-4a43-af40-745bea187b3b,35701-04-25,2020-01-08,2020-10-08 3:51:20,Groceries-R-Us,1004,holiday promotion,enabled,apple pie,2486,enabled,5,56784,12345678,1BJL1gDEhf64WvAcP5fwCMNJncphykPXXY
e198137a-d0dd-4af8-8b8d-103ce4e8df40,35701-04-25,2020-01-08,2020-10-15 9:59:52,Groceries-R-Us,1001,local,enabled,eggs,2478,paused,3,56786,12345678,17VBJAr5kVJYo2F8urqVJrULqqpL63fwWh
b85b59c4-2b88-40ab-82f8-cf62bf609371,35701-04-25,2020-01-09,2020-10-01 19:02:03,Groceries-R-Us,1002,organic,enabled,tomatoes,2488,paused,71,56782,12345678,17dDZ8DHmf7KHScxQXcRULkMZkonGMSgQv
d086d5c9-16c1-4071-b11e-8c1e3e0c69fd,35701-04-25,2020-01-09,2020-10-11 23:18:00,Groceries-R-Us,1001,local,enabled,eggs,2478,enabled,88,56786,12345678,1EZeWkAJMMCNkbqGY4M7cyirLyeTMcThZF
57d27eed-6859-4d76-a1d6-42da4508d4eb,35701-04-25,2020-01-09,2020-10-14 15:13:43,Groceries-R-Us,1001,local,enabled,cheese,2479,enabled,197,56785,12345678,1C7oewZB8DCuTGNonoc1DzsquxnNsewxoJ
42befbb0-9c6c-42c0-b3f9-7e4e6e07c3eb,35701-04-25,2020-01-10,2020-10-21 17:08:10,Groceries-R-Us,1001,local,enabled,eggs,2478,enabled,102,56786,12345678,1GF3MCyL2bFumjzx4AYUELpm4vsZJcgxSH
8b41e278-b621-4ac7-b79a-fcb0d8a908cb,35701-04-25,2020-01-10,2020-10-10 20:58:12,Groceries-R-Us,1001,local,enabled,cheese,2479,enabled,45,56786,12345678,1MxdUVXbiR8jF5k63cH5tnmZLwh1LFZ2iU
03cead20-868e-4a04-a958-431219c74721,35701-04-25,2020-01-10,2020-10-15 0:01:56,Groceries-R-Us,1001,local,enabled,eggs,2478,enabled,79,56784,12345678,1J3gnsZfAuPsqE7BXKTeouoa8sJP2aWz82
ae46c3fb-a4f6-4abd-b265-c9ca9366921b,35701-04-25,2020-01-11,2020-10-23 21:39:56,Groceries-R-Us,1001,local,enabled,eggs,2478,enabled,123,56782,12345678,1BxZ3b356CjLzDaXohhyPfTX5JA1z9N5Q2
40855313-039e-4819-9725-ee32ddac6cd4,35701-04-25,2020-01-11,2020-10-13 6:16:37,Groceries-R-Us,1001,local,enabled,eggs,2478,enabled,141,56786,12345678,18X4pVwnuTSrrLGujmdUzJkmruqBR2JbPW
362d345f-5e93-44df-b22b-7ba365018fba,35701-04-25,2020-01-11,2020-10-17 16:47:41,Groceries-R-Us,1001,local,enabled,cheese,2479,enabled,103,56785,12345678,1Fu4HhFN6WZDmUrCFjNrWPPkPr33GE4JMP
75126a45-3a9c-4521-8c11-ae1ecd26046a,35701-04-25,2020-01-12,2020-10-11 9:31:37,Groceries-R-Us,1002,organic,enabled,tomatoes,2488,paused,26,56786,12345678,1NQ3sixeL3mY5E92DSF57uxuTPrNnQbCZs
d23332cc-6570-4d07-8766-beba1576caef,35701-04-25,2020-01-12,2020-10-19 7:32:48,Groceries-R-Us,1001,local,enabled,eggs,2478,enabled,65,56786,12345678,1FREu8ej886NzNk8c3eZ4rSNDdYa9AiZnr
bd1b1545-dded-4990-905f-6bb1da1b6e52,35701-04-25,2020-01-12,2020-10-15 17:17:58,Groceries-R-Us,1001,local,enabled,eggs,2478,enabled,38,56785,12345678,1NEVvoYKs4ekpwUqVrRpKahMn24QYvBdUf
77ea7f7a-cafe-4c18-8edf-cbce69017fda,35701-04-25,2020-01-12,2020-10-02 23:46:20,Groceries-R-Us,1001,local,enabled,eggs,2478,enabled,92,56786,12345678,1F3DjE3QMoWV56oHScXcgQuGyYaLpNcZdp
6bef4fe1-8dd9-4fb5-a79c-10bbc08b7fa2,35701-04-25,2020-01-12,2020-10-11 4:29:00,Groceries-R-Us,1003,excess inventory,enabled,oreos,2484,enabled,179,56785,12345678,16wCibcwnmxWWbGrSfDBf8nXqEDNLuGbU6
bbac4059-75fd-4890-b9bc-58a2b0f5d561,35701-04-25,2020-01-13,2020-10-14 18:46:19,Groceries-R-Us,1001,local,enabled,cheese,2479,enabled,81,56785,12345678,17yT1GcY8N3mhkk4Xnj2tNzSJrUpRwdCJo
8d9b4e39-38dc-4dad-91e8-6e73b9740f89,35701-04-25,2020-01-13,2020-10-23 16:31:33,Groceries-R-Us,1001,local,enabled,sweet potatoes,2480,enabled,107,56784,12345678,1K8A4f3qeFEgnkdysv5m8naYxRc6TuhrSU
43dc87c2-5b29-4934-96d0-ff97e93d6b13,35701-04-25,2020-01-13,2020-10-16 2:37:32,Groceries-R-Us,1003,excess inventory,enabled,summer squash,2483,enabled,95,56786,12345678,1HcAWoaFGnM7AQE61dfE3J3yWf2BouDB6p
46376dec-1d90-4721-b56a-4eb8f53a61a8,35701-04-25,2020-01-15,2020-10-06 16:06:23,Groceries-R-Us,1001,local,enabled,eggs,2478,enabled,98,56786,12345678,1F5tvAwEX8UMaKkGEqGGbdFnbGzSHYBgvZ
9a92a0cb-1e48-4b4d-9959-82b94257bc7e,35701-04-25,2020-01-15,2020-10-18 6:19:03,Groceries-R-Us,1002,organic,enabled,broccoli,2482,paused,191,56786,12345678,1EyXw8QJeyze2nbKP7HRiYVQwYXGpr3kSn
17da77d8-733c-44dc-bbfe-b0dfb491f74f,35701-04-25,2020-01-15,2020-10-12 15:24:38,Groceries-R-Us,1002,organic,enabled,broccoli,2482,enabled,7,56785,12345678,1FX8sViqQnUv51QDXRiK6pur3KzXaRKwUP
3641832a-7222-490e-812e-3c748e20cbee,35701-04-25,2020-01-15,2020-10-07 21:49:20,Groceries-R-Us,1004,holiday promotion,enabled,turkey,2485,enabled,132,56785,12345678,1FBfeQ2X2zW1F8U3HnmHxaB3afeMaiAQng
5b83840d-8461-4e23-b94d-0ff4a49920d7,35701-04-25,2020-01-16,2020-10-11 17:09:42,Groceries-R-Us,1004,holiday promotion,enabled,apple pie,2486,enabled,84,56784,12345678,1JzDXW5cSEb4BgoCSEetbYrcdJHSgzL68r
fa6120db-4fc5-46c2-9f41-c54a31d71e27,35701-04-25,2020-01-16,2020-10-01 13:14:43,Groceries-R-Us,1002,organic,enabled,broccoli,2482,enabled,26,56782,12345678,12Dn7s2KqRZLTBavjfvQFLEpRFYHaWfLxJ
ff0c1460-b808-44b2-8d44-a6f38bc40de0,35701-04-25,2020-01-17,2020-10-07 12:14:46,Groceries-R-Us,1002,organic,enabled,broccoli,2482,enabled,96,56784,12345678,17m8J7BTZ5VuVLKGQuLNZQU9RuYecgdVtm
026cedf5-6bb1-4597-b918-6a97c1a8c770,35701-04-25,2020-01-17,2020-10-10 1:46:16,Groceries-R-Us,1002,organic,enabled,broccoli,2482,enabled,88,56786,12345678,19f8i3rtWFFpWH9X2xeyczydkHwUiEGu45
f6bf1fa1-a67b-476b-aa85-c84e470523ed,35701-04-25,2020-01-18,2020-10-25 18:36:17,Groceries-R-Us,1004,holiday promotion,enabled,turkey,2485,enabled,49,56784,12345678,1HHcVV2LTFuakzPGHRQZ6PbcNJjTYttvtP
00584a3f-f8ec-4751-b71b-f6458372d9cf,35701-04-25,2020-01-18,2020-10-12 8:16:17,Groceries-R-Us,1001,local,enabled,cheese,2479,enabled,107,56786,12345678,1GujdDLkbHXKpeJ2LNJ64V11iuhK9gkARE
c68d8201-0b08-4c8a-a0d5-e4a4f5d8cf61,35701-04-25,2020-01-18,2020-10-18 21:14:45,Groceries-R-Us,1002,organic,enabled,tomatoes,2488,enabled,62,56784,12345678,17sBHf5XGJrvC1fHC3bw6uW3SCn3knrMKX
48cf9f8a-fa0f-4995-9bb4-02ecdfeeeaf2,35701-04-25,2020-01-18,2020-10-10 13:15:24,Groceries-R-Us,1002,organic,enabled,brussels sprouts,2481,enabled,19,56786,12345678,18XZZKzZZbQ2Yd6gVrHweCBtr9eT9b2i7y
47953bc7-fca4-4854-8e6c-205398724347,35701-04-25,2020-01-18,2020-10-08 1:41:50,Groceries-R-Us,1001,local,enabled,eggs,2478,paused,34,56786,12345678,1KQuRrtutdTfHK65FxUmT6rXcvvuz7aHbW
b76faa7f-3b86-4d65-b602-d3e8371f5e5a,35701-04-25,2020-01-19,2020-10-11 1:16:41,Groceries-R-Us,1001,local,enabled,tomatoes,2488,enabled,62,56786,12345678,1Ayu1KqDm5zAkWHK6u8CFkq74bQm8b5Z2a
866818e5-1375-4bda-88c1-46da4cb1c30c,35701-04-25,2020-01-19,2020-10-18 6:15:36,Groceries-R-Us,1001,local,enabled,sweet potatoes,2480,enabled,10,56786,12345678,1Adzcz2aPTQpdErq8UNRPSaXj4s2WLMGFe
ec9873d0-6f4c-4dc3-a087-a0567ca45bc4,35701-04-25,2020-01-19,2020-10-08 15:29:55,Groceries-R-Us,1003,excess inventory,enabled,oreos,2484,paused,38,56786,12345678,1D2yn36KzvHHq6Qzvy9CZXTXjK6mE8vE9a
2e072eeb-f306-457a-991e-19b59a754bd6,35701-04-25,2020-01-19,2020-10-25 14:08:06,Groceries-R-Us,1004,holiday promotion,enabled,cranberry sauce,2487,enabled,97,56784,12345678,1BWFUGALWUrwRiGLK3hc9mBk4Vj89EmntW
4e72b2fd-006a-4a1c-a3b3-6c3ad837124d,35701-04-25,2020-01-20,2020-10-13 11:34:30,Groceries-R-Us,1002,organic,enabled,broccoli,2482,enabled,77,56785,12345678,1PmkJBhag7qGRNHK4sGPr1Lgii12y6mys2
b5619ada-5d39-4064-9f47-8b4a770f5807,35701-04-25,2020-01-20,2020-10-12 19:16:57,Groceries-R-Us,1002,organic,enabled,tomatoes,2488,enabled,15,56786,12345678,1NwAzjXNkCRKEYEB8zeGDRjpqMY9kS5KK2
6bac38a6-55ec-4dd2-8a4e-bf2e9fd9df72,35701-04-25,2020-01-21,2020-10-11 20:10:24,Groceries-R-Us,1004,holiday promotion,enabled,cranberry sauce,2487,enabled,78,56784,12345678,1DxCxA8etHqdkeQgqjZ5qUtYxwU5wEcm7M
2f37a621-aa8e-4a6e-8d90-c8dc96a54c5c,35701-04-25,2020-01-21,2020-10-15 16:08:50,Groceries-R-Us,1001,local,enabled,eggs,2478,enabled,1,56784,12345678,1Nv7npq98TVJ9xwsxm44QYUxAnNHQEefyi
74aefcb9-146c-4fc5-89bc-61fcef5c4ffa,35701-04-25,2020-01-21,2020-10-09 6:44:21,Groceries-R-Us,1001,local,enabled,eggs,2478,enabled,102,56784,12345678,17q6u1cerYq6C9BABUWXAAT7zoAJV3nV5z
8e11ec4a-36be-4fc8-8630-258af982baa4,35701-04-25,2020-01-21,2020-10-05 19:17:14,Groceries-R-Us,1002,organic,enabled,brussels sprouts,2481,enabled,58,56785,12345678,1L5z6vApP8rf6zNNu3oVbPuzZ7afw4gXBP
27c371fc-3c10-48da-a724-9054a5226a70,35701-04-25,2020-01-21,2020-10-17 11:23:47,Groceries-R-Us,1004,holiday promotion,enabled,turkey,2485,enabled,7,56784,12345678,1FT4659c9H323e3tnXTR76s5D9JTpcZHUm
ac3499fc-a76a-4ce7-a684-1ada96056bf0,35701-04-25,2020-01-21,2020-10-18 4:11:42,Groceries-R-Us,1001,local,enabled,cheese,2479,enabled,155,56784,12345678,1MKrkcBqqoKZjPLhi33N1U3xLCotPpd1mG
e008eafc-0033-4293-8c9e-c085598608e0,35701-04-25,2020-01-22,2020-10-11 7:42:57,Groceries-R-Us,1001,local,enabled,cheese,2479,enabled,93,56786,12345678,17ta4H5tTxstokqpa65LTRGFAGHtyCNFfZ
8c42e3f9-1d39-4a6a-8694-083832af742b,35701-04-25,2020-01-22,2020-10-23 5:37:19,Groceries-R-Us,1001,local,enabled,cheese,2479,enabled,29,56786,12345678,1Ahnngj8z8UfMeAfwvzaKktZe4NfTWwus7
0a6fa5fb-3528-445b-b1fa-ae5102cb8b6c,35701-04-25,2020-01-22,2020-10-06 2:55:51,Groceries-R-Us,1004,holiday promotion,enabled,apple pie,2486,enabled,43,56786,12345678,1LJjit9aspqMT7j5678W9Xg7xiAVEgnZXE
6f89da42-6eca-4846-87fd-c9d14969629b,35701-04-25,2020-01-22,2020-10-17 1:29:40,Groceries-R-Us,1001,local,enabled,eggs,2478,enabled,26,56786,12345678,1BWGaTHhVARejWW27BniWUHqVhMpxeyAe2
26fbff9b-ad75-46bc-8477-71a7f969c7f7,35701-04-25,2020-01-22,2020-10-11 2:41:41,Groceries-R-Us,1001,local,enabled,cheese,2479,enabled,27,56786,12345678,15dU6TCgmLj3FdByrpWcDKCTMcsCFob8JY
6630bf3e-f9eb-4faf-a3d0-efaef7f3956e,35701-04-25,2020-01-23,2020-10-01 16:30:02,Groceries-R-Us,1001,local,enabled,cheese,2479,enabled,175,56785,12345678,17AYAb4U7Vc1oFZDPwWhw3n1Rci3Nts95
922ff2c6-1ec7-40b2-83a0-4cc5e0503f9c,35701-04-25,2020-01-23,2020-10-08 19:27:44,Groceries-R-Us,1002,organic,enabled,broccoli,2482,paused,102,56786,12345678,18HZv4C9de2YiZxzyzXuS1UM7mSJfT8abc
a354cbcd-fdcb-47f2-b414-51020979ddeb,35701-04-25,2020-01-23,2020-10-18 21:00:33,Groceries-R-Us,1002,organic,enabled,tomatoes,2488,enabled,37,56784,12345678,1Q6hLLGxDogETX6z8zbJbjmtnyRLEmCbL9
4f387de3-579b-4f59-a217-f502408c64a4,35701-04-25,2020-01-24,2020-10-15 1:52:11,Groceries-R-Us,1001,local,enabled,cheese,2479,enabled,39,56786,12345678,1F1226UVm81DdSfgDQ1VzuYG1D4siB1L9j
eab03517-0972-4ee7-ab0c-e350168d3127,35701-04-25,2020-01-24,2020-10-24 20:07:53,Groceries-R-Us,1002,organic,enabled,broccoli,2482,enabled,141,56785,12345678,1NezoXJkSYh242ygfHYkPn7UYxGy7ufcWn
817f2962-d9f0-4455-89e1-d320a8a64737,35701-04-25,2020-01-24,2020-10-24 19:34:59,Groceries-R-Us,1002,organic,enabled,broccoli,2482,enabled,139,56785,12345678,1FNSYFm46iKPcZTks8XrjTp4GdubtpqjKe
00e1e277-b5df-40ec-91a9-1d8819e5da63,35701-04-25,2020-01-24,2020-10-03 2:17:39,Groceries-R-Us,1001,local,enabled,eggs,2478,enabled,178,56782,12345678,1A7QzCjGoDEsfCC2h2zT6scekdLP3s9rKT
3aec4c8f-e914-4d22-893a-baab3484a03a,35701-04-25,2020-01-25,2020-10-02 8:03:58,Groceries-R-Us,1001,local,enabled,eggs,2478,paused,61,56786,12345678,1ET2JRGZVuZod2Z1Z35fTmPgEbV3xkHBy3
73a5b6aa-2672-4e02-8897-587736a2a8c3,35701-04-25,2020-01-25,2020-10-23 21:08:45,Groceries-R-Us,1002,organic,enabled,broccoli,2482,enabled,92,56785,12345678,1DVzTKgy6QAPDBr1rRsiBXpGyM2h8fVvZF
6cdd9027-9ae5-4188-abba-607f7449f21f,35701-04-25,2020-01-26,2020-10-20 13:38:42,Groceries-R-Us,1002,organic,enabled,brussels sprouts,2481,enabled,8,56785,12345678,1C72qR5m2Q1G61eP6v45nGNWmWC9o6NB7P
f3df5631-f54a-4218-b75a-d5bc0c747826,35701-04-25,2020-01-26,2020-10-24 18:56:32,Groceries-R-Us,1001,local,enabled,tomatoes,2488,enabled,82,56786,12345678,1EvfGMwrk81bQtuuT2pLHuGynkete89zoF
cbacc62d-159a-423a-a2a0-c2262ccd4188,35701-04-25,2020-01-26,2020-10-09 11:20:11,Groceries-R-Us,1002,organic,enabled,broccoli,2482,enabled,85,56785,12345678,13Sm1BZ65peyr7U5wxKz4Udfjwqevyg46j
3140aac3-5aa6-45a7-b06d-bb63a0ad43a8,35701-04-25,2020-01-27,2020-10-07 17:08:32,Groceries-R-Us,1004,holiday promotion,enabled,turkey,2485,enabled,9,56784,12345678,1KHGfzByQbLshuowpP6qtH58AzkHy1XHAL
9bf3bc97-e065-4a52-8ccd-1b4b8bdc7d20,35701-04-25,2020-01-27,2020-10-03 10:42:52,Groceries-R-Us,1001,local,enabled,tomatoes,2488,enabled,67,56784,12345678,1BFG7Vsmb8ewa3tZQfW93ymuCGhVoMThcp
2aa5511f-559b-4a0a-9a7f-ebc908aed212,35701-04-25,2020-01-27,2020-10-22 8:24:33,Groceries-R-Us,1001,local,enabled,eggs,2478,enabled,163,56786,12345678,1GPDQUQJNWkTxgCkQvXVbTn8bNC2Mi7Uc
bd181eb5-1183-447b-887a-f50a1a439cfb,35701-04-25,2020-01-27,2020-10-08 5:09:03,Groceries-R-Us,1001,local,enabled,cheese,2479,paused,91,56784,12345678,1BN27DhJXG97yr49RsjhyDr9vjREGQwWAG
2bb4b0d3-8bbd-403b-a99e-95dbd2656973,35701-04-25,2020-01-28,2020-10-23 1:27:21,Groceries-R-Us,1002,organic,enabled,broccoli,2482,enabled,158,56786,12345678,1AXd6V82zbRKdJMJPJhLktnzmwz5FX2oG2
05a35892-bf73-45b0-a7ad-9cc72edc3670,35701-04-25,2020-01-29,2020-10-07 22:10:26,Groceries-R-Us,1002,organic,enabled,tomatoes,2488,enabled,71,56786,12345678,158fU9mWsGufm1GPveaqBi7CTszKmz5Xeo
071fe687-fc2a-4c66-babd-3ade9c22c39c,35701-04-25,2020-01-29,2020-10-22 19:39:36,Groceries-R-Us,1003,excess inventory,enabled,oreos,2484,enabled,165,56782,12345678,1LsaXXKDXbV9AnXV172CCTYhRAtm1yxA6Q
6d4dfe7e-4ff4-46b0-ae9f-5e2fcac4ef54,35701-04-25,2020-01-29,2020-10-19 10:24:55,Groceries-R-Us,1002,organic,enabled,broccoli,2482,enabled,43,56786,12345678,1KFxfGjUDoMnhhP41epRckiweA1wZB81Nv
1c5a182a-8b01-4375-a8d2-7e9507d28c96,35701-04-25,2020-01-29,2020-10-25 21:19:20,Groceries-R-Us,1001,local,enabled,cheese,2479,enabled,190,56785,12345678,1FKfN5M85RxsE2tjiYMaP5bSUM8MWJPy1p
7b2e54cf-b158-4ce2-a592-6c630a008f4f,35701-04-25,2020-01-30,2020-10-25 11:37:58,Groceries-R-Us,1001,local,enabled,cheese,2479,enabled,42,56786,12345678,1DjdDArYemWn18iH4XZy3YymdT53kPiEBb
195475d2-1f2a-4a3a-87f4-7d8edf4eb8aa,35701-04-25,2020-01-30,2020-10-16 6:44:38,Groceries-R-Us,1003,excess inventory,enabled,oreos,2484,paused,22,56786,12345678,14JeCtttamo5dGVeygrhr45qwg1X2Q9Pk7
e0edf821-43fa-4854-8589-6b64dda363ee,35701-04-25,2020-01-31,2020-10-25 16:24:45,Groceries-R-Us,1003,excess inventory,enabled,summer squash,2483,paused,65,56786,12345678,1CieBdUWYDNbsMX9dGCXQiBhhrV6eFvTzo
41e0b9a7-5668-4f84-96d1-d5245511d5a3,35701-04-25,2020-01-31,2020-10-23 11:50:51,Groceries-R-Us,1001,local,enabled,sweet potatoes,2480,enabled,34,56784,12345678,1Bck9PWY6fGpjoaTYuAS75PiRBPLtvMwVX
63dd20c4-4e1a-4d14-a5d2-7876d328ef4c,35701-04-25,2020-01-31,2020-10-09 16:27:25,Groceries-R-Us,1001,local,enabled,eggs,2478,enabled,36,56782,12345678,16GBg1QyEtsnqVkYxiQdM65sgoEexe39NG
bf436577-13cc-493d-8083-82c66d565d63,35701-04-25,2020-01-31,2020-10-24 18:24:48,Groceries-R-Us,1004,holiday promotion,enabled,apple pie,2486,enabled,4,56786,12345678,1AgrRrVmc7yGURFXzh6ojmYMSfrdjHWK9b
5c9f83ca-d7f0-4421-9a02-5d35d5307de2,35701-04-25,2020-01-31,2020-10-24 15:31:47,Groceries-R-Us,1001,local,enabled,eggs,2478,enabled,74,56786,12345678,14JjdVMMiandSzQWmAeXw8d1nkh3bFiq31
