_fivetran_id,customer_id,date,_fivetran_synced,account_descriptive_name,campaign_id,campaign_name,campaign_status,ad_group_id,ad_group_name,ad_group_status,clicks,cost,criteria,criteria_type,external_customer_id,id,impressions,criteria_destination_url,final_url_suffix,final_urls
cd562378-4bb2-4342-ad10-7d207446326d,12345678,2020-05-28,2020-10-08 15:39:17,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,31,$12.42,farmers market,Keyword,12345678,56786,44,13,,
78a9a1c5-4cd6-4945-b64b-41fd611d770a,12345678,2020-10-21,2020-10-13 7:51:59,Groceries-R-Us,1002,organic,enabled,2481,brussels sprouts,enabled,25,$9.75,Top 10%,Household income,12345678,56786,41,16,,
2ec1ad87-1889-49b0-a69c-dcfc241f2d4a,12345678,2020-10-24,2020-10-25 10:44:27,Groceries-R-Us,1002,organic,enabled,2488,tomatoes,enabled,83,$2.23,Top 10%,Household income,12345678,56786,106,23,,
515a7246-168d-4f4f-a5af-d4e93bd01b0f,12345678,2020-06-06,2020-10-17 2:54:21,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,36,$6.49,Top 10%,Household income,12345678,56784,61,25,,
ee60fb2a-c03a-4197-9511-e1e0efda8149,12345678,2020-04-06,2020-10-03 13:17:05,Groceries-R-Us,1003,excess inventory,enabled,2484,oreos,enabled,1,$5.56,snacks,Keyword,12345678,56786,29,28,,
3c10441b-6c1f-4f86-8e44-d47dde00c289,12345678,2020-01-16,2020-10-06 22:42:03,Groceries-R-Us,1002,organic,paused,2481,brussels sprouts,enabled,13,$18.90,Top 10%,Household income,12345678,56786,43,30,,
f31569fb-1f6d-46b9-b422-a12ac9235b4d,12345678,2020-01-14,2020-10-25 10:45:46,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,7,$13.08,local produce,Keyword,12345678,56786,38,31,,
e3089bee-b07a-4b75-b42a-d8f2a92bee81,12345678,2020-01-30,2020-10-25 3:51:19,Groceries-R-Us,1004,holiday promotion,enabled,2486,apple pie,enabled,2,$19.36,thanksgiving ideas,Keyword,12345678,56782,33,31,,
6d198aa9-0c6d-4e24-b9c5-ec2005cbe685,12345678,2020-04-04,2020-10-23 20:30:42,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,115,$17.44,Top 10%,Household income,12345678,56786,149,34,,
aef8a5c6-0a53-45c6-9479-d2d4fb66c387,12345678,2020-09-21,2020-10-20 22:22:56,Groceries-R-Us,1003,excess inventory,enabled,2484,oreos,enabled,36,$6.17,snacks,Keyword,12345678,56784,72,36,,
21e384d1-762a-49cc-b3ef-518eb1748707,12345678,2020-01-28,2020-10-20 4:34:14,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,20,$3.54,local produce,Keyword,12345678,56785,57,37,,
cc08d6be-e836-4273-a29e-cc52c468eeca,12345678,2020-01-25,2020-10-02 3:05:59,Groceries-R-Us,1001,local,enabled,2488,tomatoes,enabled,4,$14.33,local produce,Keyword,12345678,56786,49,45,,
de5c995b-3916-4e17-838f-0182e07f18dc,12345678,2020-02-15,2020-10-19 18:58:16,Groceries-R-Us,1002,organic,enabled,2488,tomatoes,enabled,164,$19.01,Top 10%,Household income,12345678,56786,210,46,,
bc723068-9798-4fca-b305-3a072c688b10,12345678,2020-06-10,2020-10-01 4:02:19,Groceries-R-Us,1003,excess inventory,enabled,2483,summer squash,enabled,50,$7.80,31-40%,Household income,12345678,56784,97,47,,
740bdf88-639d-44d5-b55e-0b4b04e76b7a,12345678,2020-06-05,2020-10-05 0:08:24,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,39,$19.61,farmers market,Keyword,12345678,56785,87,48,,
7481937f-b053-453b-add8-cab1caf4c4c0,12345678,2020-07-19,2020-10-05 12:09:09,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,46,$18.57,farmers market,Keyword,12345678,56786,97,51,,
40aa15c1-03f3-44f9-ada9-3a11211921bb,12345678,2020-07-03,2020-10-23 18:09:25,Groceries-R-Us,1002,organic,enabled,2481,brussels sprouts,enabled,23,$17.44,Top 10%,Household income,12345678,56786,75,52,,
5761f262-f019-48b6-a5ca-f6269c7ccdaa,12345678,2020-01-11,2020-10-06 19:09:05,Groceries-R-Us,1003,excess inventory,enabled,2483,summer squash,enabled,2,$2.89,31-40%,Household income,12345678,56785,59,57,,
e596890d-9126-4079-bf4a-6607d9ad9bc4,12345678,2020-04-27,2020-10-01 1:09:55,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,15,$8.55,local produce,Keyword,12345678,56786,74,59,,
cd508a7d-43e8-447b-8f0f-032c088ab344,12345678,2020-06-19,2020-10-22 14:09:11,Groceries-R-Us,1002,organic,enabled,2488,tomatoes,enabled,6,$2.23,Top 10%,Household income,12345678,56782,66,60,,
c0341731-42a1-4393-a79b-27525543ad17,12345678,2020-02-19,2020-10-01 11:41:55,Groceries-R-Us,1001,local,enabled,2488,tomatoes,enabled,29,$4.35,farmers market,Keyword,12345678,56786,90,61,,
54db4676-a3d5-4fd2-bb3c-33c0c3fc184d,12345678,2020-09-07,2020-10-09 9:58:58,Groceries-R-Us,1001,local,enabled,2480,sweet potatoes,enabled,2,$12.29,local produce,Keyword,12345678,56782,63,61,,
cd576250-9541-42e2-9f47-5fa59c0f6385,12345678,2020-10-20,2020-10-24 6:50:04,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,124,$17.17,farmers market,Keyword,12345678,56785,191,67,,
460bf707-15ec-4212-812f-4f119051ac81,12345678,2020-08-31,2020-10-13 20:24:32,Groceries-R-Us,1003,excess inventory,enabled,2484,oreos,enabled,6,$7.81,snacks,Keyword,12345678,56785,79,73,,
e749be0a-4761-4aca-a70a-a1edec5bcdc3,12345678,2020-09-29,2020-10-21 2:19:57,Groceries-R-Us,1001,local,enabled,2488,tomatoes,enabled,10,$10.23,farmers market,Keyword,12345678,56786,83,73,,
6da84654-df42-48a6-b70b-2212afa6842d,12345678,2020-03-19,2020-10-25 17:34:51,Groceries-R-Us,1001,local,paused,2478,eggs,enabled,118,$16.68,farmers market,Keyword,12345678,56785,191,73,,
ccdcbda9-a2e2-4a63-9e0b-b8690d32961c,12345678,2020-04-14,2020-10-10 13:40:11,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,71,$3.01,local produce,Keyword,12345678,56786,149,78,,
e42bbe80-b5e5-48e7-93a5-274161256078,12345678,2020-06-28,2020-10-06 2:19:34,Groceries-R-Us,1001,local,enabled,2488,tomatoes,enabled,0,$18.79,local produce,Keyword,12345678,56786,78,78,,
dabdb9be-15de-454e-a16d-4a9a992141ca,12345678,2020-01-05,2020-10-21 22:01:30,Groceries-R-Us,1003,excess inventory,enabled,2483,summer squash,enabled,23,$0.60,41-50%,Household income,12345678,56786,105,82,,
ad40681c-1997-40b4-9eaa-4b5397e82e0e,12345678,2020-03-31,2020-10-13 13:18:01,Groceries-R-Us,1001,local,enabled,2480,sweet potatoes,enabled,13,$2.67,farmers market,Keyword,12345678,56785,96,83,,
d024bfd6-3313-45d8-84e7-701d0d6d5e5e,12345678,2020-02-26,2020-10-09 12:47:47,Groceries-R-Us,1002,organic,enabled,2488,tomatoes,enabled,2,$17.44,Top 10%,Household income,12345678,56784,87,85,,
59836292-540b-4ed7-80de-6e727920a7a7,12345678,2020-07-20,2020-10-15 16:03:59,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,20,$9.74,local produce,Keyword,12345678,56785,106,86,,
cedf85b8-f712-4ede-a39b-2022b1cdcff5,12345678,2020-03-04,2020-10-25 17:39:04,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,1,$14.21,Top 10%,Household income,12345678,56782,87,86,,
eb15d5b5-49b0-4f54-aeb0-23904acf7f7b,12345678,2020-06-20,2020-10-04 18:01:25,Groceries-R-Us,1003,excess inventory,enabled,2484,oreos,enabled,91,$6.11,snacks,Keyword,12345678,56786,178,87,,
d48f0049-3ade-48b1-840d-d64c14b0c45f,12345678,2020-07-16,2020-10-11 18:30:58,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,10,$12.50,Top 10%,Household income,12345678,56785,97,87,,
bfcba9c7-7fd0-4bd0-8e5e-811e8b16c266,12345678,2020-08-23,2020-10-13 21:22:33,Groceries-R-Us,1001,local,enabled,2488,tomatoes,enabled,0,$15.74,local produce,Keyword,12345678,56786,90,90,,
7d4a863a-8dec-4e39-935b-02ce1846149d,12345678,2020-01-17,2020-10-10 20:33:16,Groceries-R-Us,1003,excess inventory,enabled,2487,cranberry sauce,enabled,7,$3.54,thanksgiving_ideas,Keyword,12345678,56786,97,90,,
2ae44c99-08d6-4630-946d-cc88afb88657,12345678,2020-01-16,2020-10-07 17:45:52,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,96,$18.20,Top 10%,Household income,12345678,56785,187,91,,
b4b5b0f0-4c2e-446d-9385-0b6b138fea9b,12345678,2020-10-17,2020-10-11 1:51:41,Groceries-R-Us,1002,organic,enabled,2481,brussels sprouts,enabled,1,$6.22,Top 10%,Household income,12345678,56785,92,91,,
7e95e87f-450d-4a5e-b416-24c4e84dd16a,12345678,2020-07-02,2020-10-10 7:06:48,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,94,$17.58,Top 10%,Household income,12345678,56784,187,93,,
19648a52-6957-4ad9-b769-73d6c6ca6750,12345678,2020-08-27,2020-10-10 7:19:26,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,9,$13.71,farmers market,Keyword,12345678,56785,103,94,,
8a654668-0ee6-4c18-8987-d612c2e695bd,12345678,2020-03-13,2020-10-25 13:36:39,Groceries-R-Us,1002,organic,enabled,2488,tomatoes,enabled,110,$2.91,Top 10%,Household income,12345678,56785,205,95,,
e663019e-dd39-46ca-9718-db19c9eb4707,12345678,2020-08-30,2020-10-09 11:41:42,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,51,$3.30,farmers market,Keyword,12345678,56786,146,95,,
79f92880-0b29-4ba8-af60-f98ae4bbf017,12345678,2020-08-22,2020-10-20 3:35:46,Groceries-R-Us,1002,organic,enabled,2482,broccoli,paused,4,$1.34,Top 10%,Household income,12345678,56784,101,97,,
5539dbe7-cdb7-45be-a0d6-95d1d0f092b3,12345678,2020-05-02,2020-10-20 23:33:03,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,1,$8.01,farmers market,Keyword,12345678,56786,98,97,,
2f8e50d2-b426-4b01-9207-0ebe0d9d4c3c,12345678,2020-05-22,2020-10-25 4:48:33,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,36,$19.70,Top 10%,Household income,12345678,56786,138,102,,
81925301-d26d-455e-b876-081c11a2005a,12345678,2020-06-01,2020-10-17 22:40:33,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,20,$15.20,farmers market,Keyword,12345678,56785,125,105,,
eb5a39b8-0f99-4f36-be22-d2fc9005565c,12345678,2020-06-07,2020-10-03 7:08:25,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,2,$16.06,farmers market,Keyword,12345678,56786,112,110,,
9566f257-7e8c-452e-88b3-91807ebb7164,12345678,2020-07-12,2020-10-17 13:17:00,Groceries-R-Us,1002,organic,enabled,2488,tomatoes,enabled,5,$6.91,Top 10%,Household income,12345678,56784,118,113,,
241a91c6-d919-4a13-8a5b-6bfd8a168adc,12345678,2020-05-18,2020-10-17 9:20:57,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,40,$2.62,local produce,Keyword,12345678,56785,155,115,,
25e415c7-b83a-43d0-97d3-798d4ea6b333,12345678,2020-07-16,2020-10-19 2:23:13,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,13,$5.19,local produce,Keyword,12345678,56786,129,116,,
39bd54cd-4010-43a9-aa42-12906abf11d8,12345678,2020-07-25,2020-10-05 12:54:07,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,0,$17.37,local produce,Keyword,12345678,56786,118,118,,
6802fc7d-00fa-412b-b0d3-3214a3bcb67e,12345678,2020-01-03,2020-10-21 2:34:52,Groceries-R-Us,1004,holiday promotion,enabled,2487,cranberry sauce,enabled,2,$10.68,thanksgiving ideas,Keyword,12345678,56784,123,121,,
e5cbb341-1b77-48ac-afc8-ed3af5462d51,12345678,2020-02-02,2020-10-01 8:53:28,Groceries-R-Us,1004,holiday promotion,enabled,2487,cranberry sauce,enabled,10,$13.27,thanksgiving ideas,Keyword,12345678,56785,131,121,,
2e417be1-3477-4c54-9850-a2edba0f0760,12345678,2020-01-29,2020-10-06 22:34:25,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,4,$18.83,Top 10%,Household income,12345678,56786,128,124,,
74e86920-9565-4bf1-88ba-dc6e51bca457,12345678,2020-01-06,2020-10-06 22:10:06,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,27,$7.94,Top 10%,Household income,12345678,56786,156,129,,
4807e9ab-fb0c-4705-8ff0-dd27f641dd83,12345678,2020-09-27,2020-10-06 16:41:53,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,64,$17.99,farmers market,Keyword,12345678,56784,200,136,,
e7602f71-6003-47a4-8f0f-240a426beba0,12345678,2020-08-01,2020-10-21 23:59:24,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,19,$14.72,local produce,Keyword,12345678,56785,160,141,,
ccaffe55-d73c-492a-80b0-464e01d2efdf,12345678,2020-03-14,2020-10-12 18:21:44,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,10,$7.63,local produce,Keyword,12345678,56786,152,142,,
b89b4101-5b7f-415f-8abf-5839741e8233,12345678,2020-07-20,2020-10-04 8:29:29,Groceries-R-Us,1003,excess inventory,enabled,2484,oreos,enabled,6,$14.98,snacks,Keyword,12345678,56786,151,145,,
a9c95bee-54b7-4a3e-a348-58495f319562,12345678,2020-02-21,2020-10-08 14:36:12,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,58,$9.41,farmers market,Keyword,12345678,56785,204,146,,
1725a048-dd18-4372-a861-19e11028f6ef,12345678,2020-04-22,2020-10-21 2:56:20,Groceries-R-Us,1001,local,enabled,2488,tomatoes,enabled,66,$11.99,local produce,Keyword,12345678,56786,213,147,,
83757538-3a50-4d0c-b9d9-b409f4873658,12345678,2020-03-22,2020-10-13 20:29:48,Groceries-R-Us,1003,excess inventory,enabled,2484,oreos,enabled,45,$0.05,snacks,Keyword,12345678,56784,193,148,,
e897e50d-280e-4e37-a339-60f0de5b7f81,12345678,2020-02-16,2020-10-17 10:33:09,Groceries-R-Us,1001,local,enabled,2480,sweet potatoes,enabled,4,$7.36,local produce,Keyword,12345678,56784,154,150,,
cd1b5b8c-e6d9-472a-9d2f-f04ea2b646c3,12345678,2020-06-24,2020-10-25 3:24:33,Groceries-R-Us,1001,local,paused,2479,cheese,enabled,29,$15.10,farmers market,Keyword,12345678,56782,180,151,,
10020ff4-20c1-46d3-a133-c5786386a71e,12345678,2020-05-10,2020-10-19 14:55:41,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,14,$3.89,farmers market,Keyword,12345678,56786,166,152,,
ddb365e4-ccb2-45b1-9a17-c20bbdfac9ff,12345678,2020-09-30,2020-10-05 11:28:53,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,34,$8.70,local produce,Keyword,12345678,56786,187,153,,
6036d24c-c6be-474f-8d67-ee6b0dd6528a,12345678,2020-07-21,2020-10-16 20:24:01,Groceries-R-Us,1001,local,enabled,2480,sweet potatoes,enabled,12,$10.79,local produce,Keyword,12345678,56784,170,158,,
1b419d53-3739-4710-8878-33186b1a341a,12345678,2020-02-10,2020-10-20 0:58:37,Groceries-R-Us,1002,organic,enabled,2488,tomatoes,enabled,58,$1.33,Top 10%,Household income,12345678,56786,220,162,,
4bcb4a16-9714-4c75-9a66-103fccc4815d,12345678,2020-10-21,2020-10-08 1:04:29,Groceries-R-Us,1003,excess inventory,enabled,2484,oreos,enabled,45,$19.47,snacks,Keyword,12345678,56786,208,163,,
0e862e1f-01d1-426c-a969-5504ebed65ee,12345678,2020-05-30,2020-10-19 22:19:58,Groceries-R-Us,1001,local,enabled,2488,tomatoes,enabled,13,$15.12,local produce,Keyword,12345678,56784,181,168,,
71b0906d-3a92-43ce-8336-3c1bbdf86d4d,12345678,2020-10-11,2020-10-08 14:35:16,Groceries-R-Us,1004,holiday promotion,enabled,2485,turkey,enabled,1,$18.70,thanksgiving ideas,Keyword,12345678,56784,174,173,,
933d8a5e-b0d7-4f73-a475-181858ce5e99,12345678,2020-05-07,2020-10-05 6:40:19,Groceries-R-Us,1001,local,enabled,2488,tomatoes,enabled,13,$4.18,local produce,Keyword,12345678,56786,188,175,,
25e8492a-70b9-4240-a342-2d65adaa1860,12345678,2020-01-12,2020-10-24 1:11:11,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,257,$12.16,farmers market,Keyword,12345678,56786,434,177,,
b67100eb-716e-4b3f-b550-72927526c182,12345678,2020-07-28,2020-10-04 16:30:25,Groceries-R-Us,1001,local,paused,2478,eggs,enabled,4,$15.02,local produce,Keyword,12345678,56786,186,182,,
3e416f4d-b638-4b95-a154-9bcabe96df6d,12345678,2020-05-09,2020-10-01 4:26:10,Groceries-R-Us,1003,excess inventory,enabled,2487,cranberry sauce,enabled,3,$19.22,thanksgiving_ideas,Keyword,12345678,56786,185,182,,
5fce4a31-424d-495b-812d-249d13942e89,12345678,2020-09-29,2020-10-08 3:54:50,Groceries-R-Us,1003,excess inventory,enabled,2483,summer squash,enabled,27,$10.75,31-40%,Household income,12345678,56786,212,185,,
c2221181-a901-46d8-8d50-da401f1e6412,12345678,2020-05-04,2020-10-13 18:19:17,Groceries-R-Us,1001,local,enabled,2480,sweet potatoes,enabled,9,$16.81,farmers market,Keyword,12345678,56786,201,192,,
9d4c279d-59f4-460a-9c7b-f7aac33548a8,12345678,2020-03-26,2020-10-18 20:22:50,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,42,$18.08,farmers market,Keyword,12345678,56786,234,192,,
c9537189-0c7d-49bc-9a77-6d2906f1b23b,12345678,2020-02-15,2020-10-17 18:07:59,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,82,$18.53,local produce,Keyword,12345678,56786,279,197,,
6d29fffa-f18c-48d5-940f-1c63f1d64045,12345678,2020-09-15,2020-10-19 19:29:53,Groceries-R-Us,1001,local,enabled,2480,sweet potatoes,enabled,129,$13.11,farmers market,Keyword,12345678,56784,326,197,,
c6eb0167-e936-4445-b025-22136a59aa01,12345678,2020-09-22,2020-10-04 6:59:45,Groceries-R-Us,1001,local,enabled,2488,tomatoes,enabled,1,$13.09,local produce,Keyword,12345678,56784,199,198,,
cd8f4eb9-7391-4a5a-ae61-934ea94bfc67,12345678,2020-02-17,2020-10-24 18:11:06,Groceries-R-Us,1004,holiday promotion,enabled,2485,turkey,enabled,3,$7.87,thanksgiving ideas,Keyword,12345678,56786,202,199,,
39c49796-0169-4ab5-96d7-55fef1974c95,12345678,2020-04-24,2020-10-10 10:43:39,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,2,$5.66,Top 10%,Household income,12345678,56784,222,220,,
c657f8d3-7775-49e1-919f-5fad248d01df,12345678,2020-05-21,2020-10-06 16:30:47,Groceries-R-Us,1003,excess inventory,enabled,2484,oreos,enabled,19,$5.21,snacks,Keyword,12345678,56786,244,225,,
09f03c78-823e-4ceb-b3d1-5a512b32b8aa,12345678,2020-01-16,2020-10-22 2:16:44,Groceries-R-Us,1002,organic,paused,2482,broccoli,enabled,63,$17.86,Top 10%,Household income,12345678,56784,289,226,,
716bf305-5977-4d77-baad-51f30baa2c37,12345678,2020-07-02,2020-10-04 1:20:43,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,6,$16.05,Top 10%,Household income,12345678,56785,232,226,,
a9c84ab0-3a26-442c-bdd5-b1e38f3915cd,12345678,2020-03-03,2020-10-11 23:03:55,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,18,$11.90,Top 10%,Household income,12345678,56786,244,226,,
5abaff2a-1367-4d37-a0df-993d52b673fc,12345678,2020-01-19,2020-10-03 12:22:02,Groceries-R-Us,1003,excess inventory,enabled,2484,oreos,enabled,56,$1.09,snacks,Keyword,12345678,56784,283,227,,
71947020-14bd-4b38-89b2-226349bd7a3d,12345678,2020-08-30,2020-10-12 21:29:43,Groceries-R-Us,1003,excess inventory,enabled,2484,oreos,enabled,8,$2.65,snacks,Keyword,12345678,56782,240,232,,
87221eeb-0f7b-4677-b307-a31d8996309d,12345678,2020-10-15,2020-10-22 8:10:46,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,20,$0.79,local produce,Keyword,12345678,56786,254,234,,
999ab5fc-bdf2-4202-bb7f-e7e343237afc,12345678,2020-01-07,2020-10-15 12:08:29,Groceries-R-Us,1002,organic,enabled,2481,brussels sprouts,enabled,32,$3.10,Top 10%,Household income,12345678,56786,267,235,,
1f7fde27-1d13-4295-b7ab-53e9d51d4e8e,12345678,2020-01-22,2020-10-05 16:20:03,Groceries-R-Us,1002,organic,enabled,2488,tomatoes,enabled,18,$14.97,Top 10%,Household income,12345678,56786,254,236,,
f21bb746-9210-46ee-95ba-3ba8ccaf60e8,12345678,2020-06-29,2020-10-06 9:55:14,Groceries-R-Us,1003,excess inventory,enabled,2483,summer squash,enabled,1,$5.22,31-40%,Household income,12345678,56784,238,237,,
8818c2b9-fc49-4491-8077-6f7b9146535c,12345678,2020-01-10,2020-10-20 1:52:04,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,12,$15.43,farmers market,Keyword,12345678,56786,252,240,,
fa767d40-1b50-40f4-a293-54628cfae8ce,12345678,2020-06-06,2020-10-01 16:10:15,Groceries-R-Us,1004,holiday promotion,enabled,2486,apple pie,enabled,1,$3.50,thanksgiving ideas,Keyword,12345678,56786,242,241,,
87b30dfa-e04b-4bfb-b45e-f9743ad513b3,12345678,2020-08-29,2020-10-18 12:24:05,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,7,$8.16,Top 10%,Household income,12345678,56786,252,245,,
4e8a3b2f-cb49-4ad0-937f-ad61071e4d6f,12345678,2020-04-26,2020-10-10 0:58:53,Groceries-R-Us,1003,excess inventory,enabled,2483,summer squash,enabled,15,$7.72,31-40%,Household income,12345678,56786,264,249,,
2f3302ba-12a8-437f-aad2-6a77147d2ff7,12345678,2020-06-11,2020-10-14 21:35:39,Groceries-R-Us,1002,organic,enabled,2488,tomatoes,enabled,47,$11.20,Top 10%,Household income,12345678,56786,301,254,,
92e71207-bc2d-4ccb-a7a2-f3c1ad63582f,12345678,2020-06-20,2020-10-21 15:11:09,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,9,$4.19,farmers market,Keyword,12345678,56784,264,255,,
b270e221-8131-4ff0-aca0-8f4a17a1fbd6,12345678,2020-02-26,2020-10-07 7:38:06,Groceries-R-Us,1003,excess inventory,enabled,2484,oreos,enabled,24,$12.05,snacks,Keyword,12345678,56784,280,256,,
5f1f8e5b-647e-4d95-a77a-d877e45e0c81,12345678,2020-06-19,2020-10-25 19:50:54,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,30,$8.05,Top 10%,Household income,12345678,56786,289,259,,
9afda7d1-5a70-477e-b048-04029a888468,12345678,2020-09-30,2020-10-15 2:37:11,Groceries-R-Us,1004,holiday promotion,enabled,2487,cranberry sauce,enabled,4,$13.81,thanksgiving ideas,Keyword,12345678,56786,265,261,,
590dc7e2-a07c-44e2-a634-9ea38d345c2e,12345678,2020-02-08,2020-10-04 1:41:00,Groceries-R-Us,1002,organic,enabled,2488,tomatoes,enabled,35,$14.24,Top 10%,Household income,12345678,56786,297,262,,
dba3b3fe-9497-416c-9d00-93a84758f708,12345678,2020-02-28,2020-10-13 12:26:34,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,1,$18.83,Top 10%,Household income,12345678,56786,263,262,,
19c6de83-9357-43d6-bb6f-bc5188dec2cd,12345678,2020-05-16,2020-10-25 6:30:46,Groceries-R-Us,1004,holiday promotion,enabled,2486,apple pie,enabled,23,$11.61,thanksgiving ideas,Keyword,12345678,56786,285,262,,
5a8a8ed9-7ee0-4b11-a5e9-50fdd372cbd1,12345678,2020-10-18,2020-10-02 18:27:50,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,8,$7.52,farmers market,Keyword,12345678,56786,273,265,,
f52fbf7d-792a-49b0-bad5-ca4df81cf6e4,12345678,2020-01-10,2020-10-08 11:30:34,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,20,$12.17,Top 10%,Household income,12345678,56786,288,268,,
ed194262-708a-4711-85c6-0979a43864d7,12345678,2020-02-13,2020-10-13 23:02:47,Groceries-R-Us,1004,holiday promotion,enabled,2486,apple pie,enabled,14,$18.95,thanksgiving ideas,Keyword,12345678,56784,286,272,,
81fbe87c-86a9-4823-b4e2-6f43158657c2,12345678,2020-07-13,2020-10-14 23:37:21,Groceries-R-Us,1002,organic,enabled,2488,tomatoes,enabled,32,$11.79,Top 10%,Household income,12345678,56784,308,276,,
