_fivetran_id,customer_id,date,_fivetran_synced,account_descriptive_name,campaign_id,campaign_name,campaign_status,ad_group_id,ad_group_name,ad_group_status,clicks,cost,effective_final_url,impressions,external_customer_id
4c9ab21c-be33-4505-96f1-41d640decc61,12345678,2020-01-24,2020-10-17 05:58:28.000 +0000,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,10,$13.97,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=organic,1171,12345678
a1d74b90-cfad-4ad2-ac2e-43d08aedfd00,12345678,2020-10-21,2020-10-21 18:29:33.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,24,$2.80,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,11469,12345678
d4793db5-f5c5-4c9c-9087-74c9e2a045ac,12345678,2020-10-23,2020-10-12 06:40:45.000 +0000,Groceries-R-Us,1004,holiday promotion,enabled,2485,turkey,enabled,44,$9.03,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=holiday-promotion,2903,12345678
4530e27c-57ab-4200-9869-4ac72ad71f12,12345678,2020-08-13,2020-10-03 23:41:55.000 +0000,Groceries-R-Us,1003,excess inventory,paused,2483,summer squash,enabled,11,$2.55,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=excess-inventory,2473,12345678
d5b4f6f7-22ae-4730-ae5b-c0c71b2891cb,12345678,2020-04-22,2020-10-21 08:30:28.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,27,$13.44,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,3235,12345678
582becc0-cb26-4cdc-8b31-b10f2cb7e573,12345678,2020-05-28,2020-10-21 07:48:26.000 +0000,Groceries-R-Us,1003,excess inventory,enabled,2484,oreos,enabled,18,$7.89,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=excess-inventory,2595,12345678
d971cc82-e3f4-4cc4-89b9-0303cc740734,12345678,2020-04-30,2020-10-21 16:21:23.000 +0000,Groceries-R-Us,1001,local,enabled,2488,tomatoes,enabled,52,$1.20,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,2370,12345678
3ea0dea2-b668-4a40-b0be-41a1b1dd3478,12345678,2020-09-07,2020-10-05 13:12:25.000 +0000,Groceries-R-Us,1004,holiday promotion,enabled,2486,apple pie,enabled,5,$8.90,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=holiday-promotion,2242,12345678
40ebf370-4b4d-46c0-9e21-bd82740f670e,12345678,2020-04-11,2020-10-09 13:26:46.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,4,$5.60,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,3728,12345678
fc650170-467c-4b73-bd50-419a12cdee01,12345678,2020-05-09,2020-10-19 21:12:02.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,11,$2.35,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,4551,12345678
4ec0b54e-966c-40a0-8a4d-86af5ea15e95,12345678,2020-05-09,2020-10-09 11:30:47.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,2,$16.14,https://groceries-r-us.com/utm_source=google&utm_medium=banner&utm_campaign=local,6169,12345678
82c09683-5703-41be-be83-1715dcf723a4,12345678,2020-10-03,2020-10-21 20:35:18.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,3,$14.15,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,1202,12345678
fc710567-a6a1-41f3-a711-14f962d6cbd6,12345678,2020-07-25,2020-10-03 20:43:06.000 +0000,Groceries-R-Us,1002,organic,enabled,2481,brussels sprouts,enabled,16,$3.26,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=organic,3645,12345678
7728e1cd-b59a-4f02-bf9d-ee454d32998c,12345678,2020-07-06,2020-10-02 06:53:43.000 +0000,Groceries-R-Us,1004,holiday promotion,enabled,2487,cranberry sauce,enabled,30,$6.64,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=holiday-promotion,869,12345678
1e3bd7bb-5bdb-4f27-a7d4-b853582bda49,12345678,2020-05-15,2020-10-22 19:06:11.000 +0000,Groceries-R-Us,1002,organic,paused,2482,broccoli,enabled,10,$5.14,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=organic,362,12345678
01bf3107-d565-4e0f-80b8-2320782a4372,12345678,2020-05-05,2020-10-24 16:46:28.000 +0000,Groceries-R-Us,1003,excess inventory,enabled,2487,cranberry sauce,enabled,25,$19.29,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=excess-inventory,5546,12345678
85a78371-7034-42fd-8b6e-39f983de6222,12345678,2020-01-25,2020-10-03 15:33:04.000 +0000,Groceries-R-Us,1002,organic,enabled,2481,brussels sprouts,enabled,1,$15.79,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=organic,2067,12345678
7686d37d-af38-4855-a259-c73098dc96b4,12345678,2020-03-25,2020-10-06 17:19:28.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,paused,40,$10.99,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,10560,12345678
67e398d6-cb9a-4cbd-a7ed-a9bff64433e9,12345678,2020-07-01,2020-10-01 11:19:48.000 +0000,Groceries-R-Us,1004,holiday promotion,enabled,2486,apple pie,enabled,6,$12.04,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=holiday-promotion,783,12345678
8a2a4d61-8087-427e-b233-7dcd314bea87,12345678,2020-06-12,2020-10-19 03:08:57.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,7,$5.74,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,12811,12345678
b9f337de-d9bd-484a-8343-25e840ab19ab,12345678,2020-06-08,2020-10-17 03:58:44.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,48,$9.59,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,4552,12345678
71fa76c0-e874-4027-944e-2318f1bf329a,12345678,2020-06-08,2020-10-08 08:08:51.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,24,$19.22,https://groceries-r-us.com/utm_source=google&utm_medium=banner&utm_campaign=local,409,12345678
9737e105-58bc-4e22-93a5-cef2dad31e19,12345678,2020-01-18,2020-10-21 15:07:04.000 +0000,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,34,$11.94,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=organic,8290,12345678
a09df724-301d-4aa5-b9a0-910971c7eacf,12345678,2020-08-17,2020-10-12 05:21:27.000 +0000,Groceries-R-Us,1003,excess inventory,enabled,2484,oreos,enabled,0,$11.63,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=excess-inventory,10018,12345678
bd51d8c0-e4aa-4652-8e40-1620f8cc0477,12345678,2020-08-16,2020-10-05 20:10:05.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,26,$12.89,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,6399,12345678
573343cc-6333-4d6e-846f-c996a4dfebd2,12345678,2020-02-06,2020-10-18 12:47:28.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,8,$7.17,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,1798,12345678
ae0c6d2d-9cc8-4d87-ad7b-a9ae8e5ebc1c,12345678,2020-02-17,2020-10-01 11:58:03.000 +0000,Groceries-R-Us,1002,organic,enabled,2488,tomatoes,enabled,12,$1.42,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=organic,6765,12345678
4ff27657-2262-4031-a28b-3741d8271782,12345678,2020-02-17,2020-10-05 18:31:24.000 +0000,Groceries-R-Us,1002,organic,enabled,2488,tomatoes,enabled,7,$3.65,https://groceries-r-us.com/utm_source=google&utm_medium=banner&utm_campaign=organic,8396,12345678
f50aa392-bf85-4bc2-8517-174cf3b23c80,12345678,2020-02-17,2020-10-24 00:21:41.000 +0000,Groceries-R-Us,1002,organic,enabled,2488,tomatoes,enabled,5,$16.53,https://groceries-r-us.com/utm_source=google&utm_medium=email&utm_campaign=organic,584,12345678
3af39ba1-7671-4575-ab7b-f704cad5975e,12345678,2020-01-17,2020-10-19 01:32:07.000 +0000,Groceries-R-Us,1001,local,enabled,2480,sweet potatoes,enabled,14,$9.76,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,8835,12345678
64131e09-7e37-4903-adf7-97562f3fac57,12345678,2020-03-28,2020-10-21 17:00:27.000 +0000,Groceries-R-Us,1004,holiday promotion,enabled,2486,apple pie,enabled,14,$1.99,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=holiday-promotion,4255,12345678
2fd0c920-89fb-4b1a-bbe8-1a5d15fc10a3,12345678,2020-08-28,2020-10-14 11:32:56.000 +0000,Groceries-R-Us,1002,organic,enabled,2481,brussels sprouts,enabled,3,$6.05,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=organic,6081,12345678
25cd14b9-9ded-4c9c-9d02-ca870f5e0ac5,12345678,2020-10-11,2020-10-24 12:51:11.000 +0000,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,28,$2.06,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,8327,12345678
44d8fddb-2a16-47e7-b7a0-c08adcefb0cd,12345678,2020-03-05,2020-10-10 13:50:44.000 +0000,Groceries-R-Us,1004,holiday promotion,enabled,2486,apple pie,enabled,16,$3.97,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=holiday-promotion,92,12345678
db572c9f-16c0-427d-a935-57a9ad8e735f,12345678,2020-03-05,2020-10-15 09:57:40.000 +0000,Groceries-R-Us,1004,holiday promotion,enabled,2486,apple pie,enabled,0,$17.50,https://groceries-r-us.com/utm_source=google&utm_medium=banner&utm_campaign=holiday-promotion,2517,12345678
17a2d2ab-e97e-47b7-a102-d91a6998a344,12345678,2020-07-30,2020-10-21 06:59:42.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,0,$17.85,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,1134,12345678
f6ab4325-b5f8-4ef5-8dc2-4601f3783c36,12345678,2020-09-26,2020-10-11 01:59:45.000 +0000,Groceries-R-Us,1001,local,enabled,2488,tomatoes,enabled,19,$16.49,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,5725,12345678
7bc13c87-407f-4947-be48-e6241713907a,12345678,2020-03-20,2020-10-02 01:13:31.000 +0000,Groceries-R-Us,1003,excess inventory,enabled,2484,oreos,enabled,13,$4.70,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=excess-inventory,3995,12345678
c683c112-dbe7-4654-ae5f-3ac6f8bbe1f4,12345678,2020-07-28,2020-10-03 17:46:16.000 +0000,Groceries-R-Us,1002,organic,enabled,2481,brussels sprouts,enabled,38,$6.24,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=organic,72,12345678
d349afee-8082-412c-b6b9-4fbb94de106b,12345678,2020-03-25,2020-10-19 16:26:50.000 +0000,Groceries-R-Us,1001,local,enabled,2480,sweet potatoes,enabled,4,$3.50,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,8129,12345678
2e04c3e0-0960-497f-bd09-4d0141c61f41,12345678,2020-02-04,2020-10-09 17:17:07.000 +0000,Groceries-R-Us,1002,organic,enabled,2488,tomatoes,enabled,38,$8.89,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=organic,15266,12345678
eb50c0a8-c5a0-400e-aa71-c88e2c697a8b,12345678,2020-02-04,2020-10-18 15:09:21.000 +0000,Groceries-R-Us,1002,organic,enabled,2488,tomatoes,enabled,16,$19.88,https://groceries-r-us.com/utm_source=google&utm_medium=banner&utm_campaign=organic,9689,12345678
fd263dac-f1c1-464a-b469-8fff4ba7ec4a,12345678,2020-06-12,2020-10-13 17:13:37.000 +0000,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,7,$13.61,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,2887,12345678
dec9631d-a291-477f-a08c-fafe5aebec09,12345678,2020-06-12,2020-10-11 13:58:52.000 +0000,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,0,$7.48,https://groceries-r-us.com/utm_source=google&utm_medium=banner&utm_campaign=local,9832,12345678
47356698-ef8c-4c6c-8f42-cdc2ad9499d1,12345678,2020-07-24,2020-10-09 13:40:58.000 +0000,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,28,$11.16,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,6883,12345678
3e5ad2ea-5f45-4032-9081-307d6cf01ba1,12345678,2020-01-10,2020-10-14 10:21:59.000 +0000,Groceries-R-Us,1002,organic,enabled,2481,brussels sprouts,enabled,15,$19.13,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=organic,15244,12345678
0ecfbc65-ced8-4843-9a2b-ccda1ea6fdff,12345678,2020-04-03,2020-10-19 04:08:38.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,20,$19.87,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,16953,12345678
309d3a61-ecd1-41e0-965d-9739746c7875,12345678,2020-04-03,2020-10-18 20:16:18.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,11,$14.98,https://groceries-r-us.com/utm_source=google&utm_medium=banner&utm_campaign=local,1018,12345678
6bcf7be3-cbf4-4b4f-b478-77cfdc57143c,12345678,2020-08-14,2020-10-09 10:53:18.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,4,$9.20,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,7486,12345678
f32cba74-079e-47f5-9bae-a171a9501237,12345678,2020-06-17,2020-10-22 05:35:10.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,7,$3.63,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,2140,12345678
0199d22a-9af1-4b33-9ffd-39aef3aec7c2,12345678,2020-01-09,2020-10-16 01:49:26.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,13,$1.07,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,1440,12345678
dfc1dfa8-df4b-4fa3-a48b-7a3331ab1571,12345678,2020-01-09,2020-10-13 10:50:58.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,2,$9.86,https://groceries-r-us.com/utm_source=google&utm_medium=banner&utm_campaign=local,5067,12345678
3c0e3ca4-25d7-44ae-8c3f-29f3dcca1388,12345678,2020-06-03,2020-10-03 05:10:43.000 +0000,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,16,$14.20,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,322,12345678
3bfc40fa-45db-4fed-8a62-475ad38c887d,12345678,2020-06-03,2020-10-20 09:35:21.000 +0000,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,47,$6.18,https://groceries-r-us.com/utm_source=google&utm_medium=banner&utm_campaign=local,3913,12345678
eded2225-debd-4757-9486-56c98d8ec21c,12345678,2020-03-02,2020-10-15 07:31:26.000 +0000,Groceries-R-Us,1001,local,enabled,2480,sweet potatoes,enabled,28,$17.60,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,1266,12345678
24803818-d6f9-46cb-b3ef-06722950b01a,12345678,2020-07-02,2020-10-07 05:03:58.000 +0000,Groceries-R-Us,1001,local,enabled,2480,sweet potatoes,enabled,26,$19.62,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,2412,12345678
264a2a01-269f-46bc-ade3-3ad4a13738b3,12345678,2020-05-28,2020-10-06 03:45:16.000 +0000,Groceries-R-Us,1003,excess inventory,enabled,2483,summer squash,enabled,20,$9.18,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=excess-inventory,9676,12345678
59690e8b-3505-4011-a208-0eb8c813ae9a,12345678,2020-02-01,2020-10-19 21:19:16.000 +0000,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,8,$5.63,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=organic,74,12345678
9b16a9cf-6442-4cba-9df3-588ecd7f09df,12345678,2020-06-14,2020-10-11 08:34:23.000 +0000,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,68,$0.41,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=organic,14362,12345678
87f5fc62-75b1-4f4b-8642-a12784e9f00d,12345678,2020-06-14,2020-10-03 00:04:35.000 +0000,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,1,$2.06,https://groceries-r-us.com/utm_source=google&utm_medium=banner&utm_campaign=organic,177,12345678
b15ad8c0-3688-45ae-90ed-8eb89d8c815b,12345678,2020-03-22,2020-10-10 04:00:59.000 +0000,Groceries-R-Us,1003,excess inventory,enabled,2484,oreos,enabled,3,$13.60,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=excess-inventory,400,12345678
3caec71e-2b6e-4b05-9e26-9c14f3cd1110,12345678,2020-02-26,2020-10-11 23:30:44.000 +0000,Groceries-R-Us,1001,local,enabled,2488,tomatoes,enabled,0,$13.77,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,7,12345678
e947cba4-e4cf-4d24-8d28-65bc22087278,12345678,2020-04-02,2020-10-07 14:04:10.000 +0000,Groceries-R-Us,1002,organic,enabled,2482,broccoli,enabled,3,$13.70,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=organic,6687,12345678
40db31f8-dcb3-4034-8677-f875ab443528,12345678,2020-01-18,2020-10-03 02:30:55.000 +0000,Groceries-R-Us,1004,holiday promotion,enabled,2485,turkey,enabled,13,$6.37,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=holiday-promotion,1087,12345678
135d5ba7-85b5-49e0-a6e7-da1217a0826a,12345678,2020-02-03,2020-10-07 03:53:11.000 +0000,Groceries-R-Us,1002,organic,enabled,2488,tomatoes,enabled,9,$16.17,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=organic,4791,12345678
0781a0e7-1fa3-4805-aea7-3e1af53dc848,12345678,2020-07-03,2020-10-09 07:36:13.000 +0000,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,6,$19.99,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,4420,12345678
77ff649f-bd0e-4414-ac8b-d18ea3726048,12345678,2020-07-03,2020-10-16 02:08:47.000 +0000,Groceries-R-Us,1001,local,paused,2479,cheese,enabled,11,$16.33,https://groceries-r-us.com/utm_source=google&utm_medium=banner&utm_campaign=local,2169,12345678
ab4b0127-940f-42c0-93d1-7ecfc8480a5d,12345678,2020-07-03,2020-10-17 13:57:58.000 +0000,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,5,$10.99,https://groceries-r-us.com/utm_source=google&utm_medium=email&utm_campaign=local,3583,12345678
2c459d4d-63d3-46f8-b922-0458e24c5590,12345678,2020-02-01,2020-10-15 08:15:11.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,16,$10.17,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,1942,12345678
1d0d182b-4c98-4103-93e6-c312d1d13b32,12345678,2020-02-01,2020-10-01 04:53:07.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,32,$18.00,https://groceries-r-us.com/utm_source=google&utm_medium=banner&utm_campaign=local,7401,12345678
85d3198c-c77e-4db0-84b0-bb4f3d802024,12345678,2020-09-14,2020-10-16 09:13:53.000 +0000,Groceries-R-Us,1004,holiday promotion,enabled,2487,cranberry sauce,enabled,3,$3.20,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=holiday-promotion,11188,12345678
173b61f1-6ff0-414c-a215-a678a624cb11,12345678,2020-06-29,2020-10-24 23:46:40.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,2,$16.32,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,112,12345678
cdf2bfb4-fe44-4e28-aa6d-2f4cdf599b23,12345678,2020-03-11,2020-10-22 23:19:28.000 +0000,Groceries-R-Us,1003,excess inventory,enabled,2484,oreos,enabled,39,$9.69,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=excess-inventory,3132,12345678
78b0cb45-9ca1-4208-9789-3a6337a37113,12345678,2020-05-11,2020-10-02 08:03:35.000 +0000,Groceries-R-Us,1001,local,paused,2479,cheese,enabled,11,$19.73,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,7581,12345678
4cdc027d-360d-45b9-9d9c-14bf77a7f485,12345678,2020-10-23,2020-10-13 11:29:00.000 +0000,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,6,$3.43,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,16559,12345678
14facfbe-2052-4b31-a8ab-55e2e90f1444,12345678,2020-09-26,2020-10-02 06:46:25.000 +0000,Groceries-R-Us,1002,organic,paused,2488,tomatoes,enabled,1,$15.68,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=organic,969,12345678
4e2b52ec-5fd9-4e6b-81f5-c5ec604feb27,12345678,2020-10-16,2020-10-04 01:44:52.000 +0000,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,37,$17.02,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,15456,12345678
b3f88e88-00e3-4545-a2e1-7bf976b2a6db,12345678,2020-06-18,2020-10-08 10:33:17.000 +0000,Groceries-R-Us,1002,organic,enabled,2488,tomatoes,enabled,7,$5.83,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=organic,2094,12345678
313724c8-f425-415b-ac9f-a8fa60d67e16,12345678,2020-01-07,2020-10-16 17:29:04.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,39,$13.95,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,1490,12345678
ba943217-0aca-4e6c-bbe3-668e8dd777cb,12345678,2020-03-18,2020-10-21 09:49:25.000 +0000,Groceries-R-Us,1001,local,enabled,2479,cheese,enabled,8,$0.61,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,609,12345678
245d2785-9ed7-4390-ba72-00e08057de9d,12345678,2020-01-05,2020-10-07 07:13:57.000 +0000,Groceries-R-Us,1001,local,enabled,2478,eggs,enabled,26,$3.18,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=local,7035,12345678
0deca477-4562-4c57-b4a5-ec2c06fb0f4a,12345678,2020-03-19,2020-10-12 01:40:32.000 +0000,Groceries-R-Us,1002,organic,enabled,2488,tomatoes,enabled,9,$11.55,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=organic,9721,12345678
eab708ff-5633-492d-93fe-1e729bfd1de3,12345678,2020-03-05,2020-10-25 16:27:50.000 +0000,Groceries-R-Us,1002,organic,enabled,2481,brussels sprouts,enabled,17,$16.05,https://groceries-r-us.com/utm_source=google&utm_medium=cpc&utm_campaign=organic,5176,12345678
